"Date","Key","Value"
2020-04-03,"Dead",158
2020-04-03,"Clusters",236
2020-04-03,"Healthcare",1163
2020-04-03,"Median Age",48
2020-04-03,"In Clusters",903
2020-04-03,"Imported",319
2020-04-04,"Total",5364
2020-04-04,"Hospitalised",1265
2020-04-04,"In ICU",169
2020-04-04,"Dead",174
2020-04-04,"Clusters",260
2020-04-04,"Healthcare",1263
2020-04-04,"Median Age",49
2020-04-04,"In Clusters",989
2020-04-04,"Imported",321
2020-04-05,"Total",5709
2020-04-05,"Hospitalised",1345
2020-04-05,"In ICU",194
2020-04-05,"Dead",210
2020-04-05,"Clusters",270
2020-04-05,"Healthcare",1388
2020-04-05,"Median Age",48
2020-04-05,"In Clusters",1103
2020-04-05,"Imported",327
2020-04-06,"Total",6074
2020-04-06,"Hospitalised",1472
2020-04-06,"In ICU",224
2020-04-06,"Dead",235
2020-04-06,"Clusters",299
2020-04-06,"Healthcare",1568
2020-04-06,"Median Age",48
2020-04-06,"In Clusters",1288
2020-04-06,"Imported",332
2020-04-07,"Total",6574
2020-04-07,"Hospitalised",1521
2020-04-07,"In ICU",230
2020-04-07,"Dead",263
2020-04-07,"Clusters",317
2020-04-07,"Healthcare",1765
2020-04-07,"Median Age",48
2020-04-07,"In Clusters",1391
2020-04-07,"Imported",334
2020-04-08,"Total",7054
2020-04-08,"Hospitalised",1631
2020-04-08,"In ICU",244
2020-04-08,"Dead",287
2020-04-08,"Clusters",339
2020-04-08,"Healthcare",1949
2020-04-08,"Median Age",48
2020-04-08,"In Clusters",1512
2020-04-08,"Imported",338
2020-04-09,"Total",8928
2020-04-09,"Hospitalised",1718
2020-04-09,"In ICU",253
2020-04-09,"Dead",320
2020-04-09,"Clusters",356
2020-04-09,"Healthcare",2141
2020-04-09,"Median Age",48
2020-04-09,"In Clusters",1626
2020-04-09,"Imported",341
2020-04-10,"Total",9655
2020-04-10,"Hospitalised",1777
2020-04-10,"In ICU",261
2020-04-10,"Dead",334
2020-04-10,"Clusters",382
2020-04-10,"Healthcare",2312
2020-04-10,"Median Age",48
2020-04-10,"In Clusters",1653
2020-04-10,"Imported",342
2020-04-11,"Total",10647
2020-04-11,"Hospitalised",1849
2020-04-11,"In ICU",268
2020-04-11,"Dead",365
2020-04-11,"Clusters",401
2020-04-11,"Healthcare",2489
2020-04-11,"Median Age",48
2020-04-11,"In Clusters",1795
2020-04-11,"Imported",342
2020-04-12,"Total",11479
2020-04-12,"Hospitalised",1903
2020-04-12,"In ICU",275
2020-04-12,"Dead",406
2020-04-12,"Clusters",408
2020-04-12,"Healthcare",2707
2020-04-12,"Median Age",48
2020-04-12,"In Clusters",1999
2020-04-12,"Imported",344
2020-04-13,"Total",12547
2020-04-13,"Hospitalised",1968
2020-04-13,"In ICU",280
2020-04-13,"Dead",444
2020-04-13,"Clusters",413
2020-04-13,"Healthcare",2872
2020-04-13,"Median Age",48
2020-04-13,"In Clusters",2244
2020-04-13,"Imported",346
2020-04-14,"Total",13271
2020-04-14,"Hospitalised",2026
2020-04-14,"In ICU",284
2020-04-14,"Dead",486
2020-04-14,"Clusters",425
2020-04-14,"Healthcare",3090
2020-04-14,"Median Age",48
2020-04-14,"In Clusters",2451
2020-04-14,"Imported",347
2020-04-15,"Total",13980
2020-04-15,"Hospitalised",2082
2020-04-15,"In ICU",294
2020-04-15,"Dead",530
2020-04-15,"Clusters",436
2020-04-15,"Healthcare",3347
2020-04-15,"Median Age",48
2020-04-15,"In Clusters",2723
2020-04-15,"Imported",349
2020-04-16,"Total",14758
2020-04-16,"Hospitalised",2168
2020-04-16,"In ICU",296
2020-04-16,"Dead",571
2020-04-16,"Clusters",454
2020-04-16,"Healthcare",3573
2020-04-16,"Median Age",48
2020-04-16,"In Clusters",2964
2020-04-16,"Imported",352
2020-04-17,"Total",15251
2020-04-17,"Hospitalised",2233
2020-04-17,"In ICU",303
2020-04-17,"Dead",610
2020-04-17,"Clusters",472
2020-04-17,"Healthcare",3788
2020-04-17,"Median Age",48
2020-04-17,"In Clusters",3047
2020-04-17,"Imported",352
2020-04-18,"Total",15652
2020-04-18,"Hospitalised",2272
2020-04-18,"In ICU",306
2020-04-18,"Dead",687
2020-04-18,"Clusters",478
2020-04-18,"Healthcare",4009
2020-04-18,"Median Age",48
2020-04-18,"In Clusters",3139
2020-04-18,"Imported",353
2020-04-19,"Total",16040
2020-04-19,"Hospitalised",2323
2020-04-19,"In ICU",315
2020-04-19,"Dead",730
2020-04-19,"Clusters",491
2020-04-19,"Healthcare",4180
2020-04-19,"Median Age",48
2020-04-19,"In Clusters",3447
2020-04-19,"Imported",355
2020-04-20,"Total",16671
2020-04-20,"Hospitalised",2387
2020-04-20,"In ICU",322
2020-04-20,"Dead",769
2020-04-20,"Clusters",507
2020-04-20,"Healthcare",4393
2020-04-20,"Median Age",48
2020-04-20,"In Clusters",3792
2020-04-20,"Imported",353
2020-04-21,"Total",17607
2020-04-21,"Hospitalised",2424
2020-04-21,"In ICU",331
2020-04-21,"Dead",794
2020-04-21,"Clusters",522
2020-04-21,"Healthcare",4545
2020-04-21,"Median Age",48
2020-04-21,"In Clusters",4096
2020-04-21,"Imported",355
2020-04-22,"Total",18184
2020-04-22,"Hospitalised",2486
2020-04-22,"In ICU",338
2020-04-22,"Dead",1014
2020-04-22,"Clusters",548
2020-04-22,"Healthcare",4713
2020-04-22,"Median Age",49
2020-04-22,"In Clusters",4565
2020-04-22,"Imported",356
2020-04-23,"Total",18561
2020-04-23,"Hospitalised",2536
2020-04-23,"In ICU",344
2020-04-23,"Dead",1063
2020-04-23,"Clusters",567
2020-04-23,"Healthcare",4847
2020-04-23,"Median Age",49
2020-04-23,"In Clusters",4979
2020-04-23,"Imported",359
2020-04-24,"Total",19262
2020-04-24,"Hospitalised",2576
2020-04-24,"In ICU",349
2020-04-24,"Dead",1087
2020-04-24,"Clusters",601
2020-04-24,"Healthcare",5064
2020-04-24,"Median Age",49
2020-04-24,"In Clusters",5222
2020-04-24,"Imported",359
2020-04-25,"Total",19648
2020-04-25,"Hospitalised",2624
2020-04-25,"In ICU",353
2020-04-25,"Dead",1102
2020-04-25,"Clusters",604
2020-04-25,"Healthcare",5204
2020-04-25,"Median Age",49
2020-04-25,"In Clusters",5272
2020-04-25,"Imported",361
2020-04-26,"Total",19877
2020-04-26,"Hospitalised",2638
2020-04-26,"In ICU",358
2020-04-26,"Dead",1159
2020-04-26,"Clusters",608
2020-04-26,"Healthcare",5414
2020-04-26,"Median Age",49
2020-04-26,"In Clusters",5572
2020-04-26,"Imported",358
2020-04-27,"Total",20253
2020-04-27,"Hospitalised",2669
2020-04-27,"In ICU",355
2020-04-27,"Dead",1190
2020-04-27,"Clusters",620
2020-04-27,"Healthcare",5568
2020-04-27,"Median Age",49
2020-04-27,"In Clusters",5905
2020-04-27,"Imported",359
2020-04-28,"Total",20612
2020-04-28,"Hospitalised",2706
2020-04-28,"In ICU",360
2020-04-28,"Dead",1232
2020-04-28,"Clusters",630
2020-04-28,"Healthcare",5684
2020-04-28,"Median Age",49
2020-04-28,"In Clusters",6322
2020-04-28,"Imported",359
2020-04-29,"Total",20833
2020-04-29,"Hospitalised",2768
2020-04-29,"In ICU",367
2020-04-29,"Dead",1265
2020-04-29,"Clusters",646
2020-04-29,"Healthcare",5840
2020-04-29,"Median Age",49
2020-04-29,"In Clusters",6619
2020-04-29,"Imported",360
2020-04-30,"Total",21176
2020-04-30,"Hospitalised",2785
2020-04-30,"In ICU",368
2020-04-30,"Dead",1286
2020-04-30,"Clusters",676
2020-04-30,"Healthcare",5973
2020-04-30,"Median Age",49
2020-04-30,"In Clusters",6866
2020-04-30,"Imported",361
2020-05-01,"Total",21506
2020-05-01,"Hospitalised",2825
2020-05-01,"In ICU",363
2020-05-01,"Dead",1303
2020-05-01,"Clusters",694
2020-05-01,"Healthcare",6068
2020-05-01,"Median Age",49
2020-05-01,"In Clusters",6966
2020-05-01,"Imported",363
2020-05-02,"Total",21772
2020-05-02,"Hospitalised",2840
2020-05-02,"In ICU",364
2020-05-02,"Dead",1319
2020-05-02,"Clusters",703
2020-05-02,"Healthcare",6211
2020-05-02,"Median Age",49
2020-05-02,"In Clusters",7093
2020-05-02,"Imported",363
2020-05-03,"Total",21983
2020-05-03,"Hospitalised",2879
2020-05-03,"In ICU",369
2020-05-03,"Dead",1339
2020-05-03,"Clusters",706
2020-05-03,"Healthcare",6293
2020-05-03,"Median Age",49
2020-05-03,"In Clusters",7179
2020-05-03,"Imported",363
2020-05-04,"Total",22248
2020-05-04,"Hospitalised",2878
2020-05-04,"In ICU",373
2020-05-04,"Dead",1375
2020-05-04,"Clusters",710
2020-05-04,"Healthcare",6393
2020-05-04,"Median Age",49
2020-05-04,"In Clusters",7449
2020-05-04,"Imported",361
2020-05-05,"Total",22385
2020-05-05,"Hospitalised",2891
2020-05-05,"In ICU",376
2020-05-05,"Dead",1403
2020-05-05,"Clusters",733
2020-05-05,"Healthcare",6498
2020-05-05,"Median Age",49
2020-05-05,"In Clusters",7768
2020-05-05,"Imported",361
2020-05-06,"Total",22541
2020-05-06,"Hospitalised",2915
2020-05-06,"In ICU",373
2020-05-06,"Dead",1429
2020-05-06,"Clusters",737
2020-05-06,"Healthcare",6586
2020-05-06,"Median Age",49
2020-05-06,"In Clusters",7935
2020-05-06,"Imported",362
2020-05-07,"Total",22760
2020-05-07,"Hospitalised",2954
2020-05-07,"In ICU",381
2020-05-07,"Dead",1446
2020-05-07,"Clusters",746
2020-05-07,"Healthcare",6669
2020-05-07,"Median Age",49
2020-05-07,"In Clusters",8119
2020-05-07,"Imported",361
2020-05-08,"Total",22996
2020-05-08,"Hospitalised",2986
2020-05-08,"In ICU",383
2020-05-08,"Dead",1458
2020-05-08,"Clusters",750
2020-05-08,"Healthcare",6771
2020-05-08,"Median Age",49
2020-05-08,"In Clusters",8149
2020-05-08,"Imported",361
2020-05-09,"Total",23135
2020-05-09,"Hospitalised",2998
2020-05-09,"In ICU",383
2020-05-09,"Dead",1467
2020-05-09,"Clusters",755
2020-05-09,"Healthcare",6834
2020-05-09,"Median Age",49
2020-05-09,"In Clusters",8208
2020-05-09,"Imported",361
2020-05-10,"Total",23242
2020-05-10,"Hospitalised",3031
2020-05-10,"In ICU",386
2020-05-10,"Dead",1488
2020-05-10,"Clusters",759
2020-05-10,"Healthcare",6906
2020-05-10,"Median Age",49
2020-05-10,"In Clusters",8406
2020-05-10,"Imported",361
2020-05-11,"Total",23401
2020-05-11,"Hospitalised",3050
2020-05-11,"In ICU",389
2020-05-11,"Dead",1497
2020-05-11,"Clusters",766
2020-05-11,"Healthcare",6997
2020-05-11,"Median Age",48
2020-05-11,"In Clusters",8485
2020-05-11,"Imported",361
2020-05-12,"Total",23827
2020-05-12,"Hospitalised",3053
2020-05-12,"In ICU",387
2020-05-12,"Dead",1506
2020-05-12,"Clusters",766
2020-05-12,"Healthcare",7123
2020-05-12,"Median Age",48
2020-05-12,"In Clusters",8554
2020-05-12,"Imported",361
2020-05-13,"Total",23956
2020-05-13,"Hospitalised",3062
2020-05-13,"In ICU",387
2020-05-13,"Dead",1518
2020-05-13,"Clusters",781
2020-05-13,"Healthcare",7427
2020-05-13,"Median Age",48
2020-05-13,"In Clusters",8803
2020-05-13,"Imported",361
2020-05-14,"Total",24048
2020-05-14,"Hospitalised",3094
2020-05-14,"In ICU",389
2020-05-14,"Dead",1533
2020-05-14,"Clusters",784
2020-05-14,"Healthcare",7530
2020-05-14,"Median Age",48
2020-05-14,"In Clusters",8895
2020-05-14,"Imported",361
2020-05-15,"Total",24112
2020-05-15,"Hospitalised",3117
2020-05-15,"In ICU",389
2020-05-15,"Dead",1543
2020-05-15,"Clusters",800
2020-05-15,"Healthcare",7566
2020-05-15,"Median Age",48
2020-05-15,"In Clusters",8956
2020-05-15,"Imported",358
2020-05-16,"Total",24200
2020-05-16,"Hospitalised",3127
2020-05-16,"In ICU",391
2020-05-16,"Dead",1547
2020-05-16,"Clusters",805
2020-05-16,"Healthcare",7615
2020-05-16,"Median Age",48
2020-05-16,"In Clusters",9039
2020-05-16,"Imported",358
2020-05-17,"Total",24251
2020-05-17,"Hospitalised",3143
2020-05-17,"In ICU",390
2020-05-17,"Dead",1561
2020-05-17,"Clusters",806
2020-05-17,"Healthcare",7661
2020-05-17,"Median Age",48
2020-05-17,"In Clusters",9126
2020-05-17,"Imported",358
2020-05-18,"Total",24315
2020-05-18,"Hospitalised",3164
2020-05-18,"In ICU",393
2020-05-18,"Dead",1571
2020-05-18,"Clusters",810
2020-05-18,"Healthcare",7708
2020-05-18,"Median Age",48
2020-05-18,"In Clusters",9197
2020-05-18,"Imported",358
2020-05-19,"Total",24391
2020-05-19,"Hospitalised",3183
2020-05-19,"In ICU",392
2020-05-19,"Dead",1583
2020-05-19,"Clusters",814
2020-05-19,"Healthcare",7747
2020-05-19,"Median Age",48
2020-05-19,"In Clusters",9263
2020-05-19,"Imported",359
2020-05-20,"Total",24506
2020-05-20,"Hospitalised",3194
2020-05-20,"In ICU",393
2020-05-20,"Dead",1592
2020-05-20,"Clusters",823
2020-05-20,"Healthcare",7791
2020-05-20,"Median Age",48
2020-05-20,"In Clusters",9399
2020-05-20,"Imported",359
2020-05-21,"Total",24582
2020-05-21,"Hospitalised",3211
2020-05-21,"In ICU",393
2020-05-21,"Dead",1604
2020-05-21,"Clusters",829
2020-05-21,"Healthcare",7813
2020-05-21,"Median Age",48
2020-05-21,"In Clusters",9450
2020-05-21,"Imported",359
2020-05-22,"Total",24639
2020-05-22,"Hospitalised",3222
2020-05-22,"In ICU",394
2020-05-22,"Dead",1608
2020-05-22,"Clusters",844
2020-05-22,"Healthcare",7819
2020-05-22,"Median Age",48
2020-05-22,"In Clusters",9509
2020-05-22,"Imported",360
2020-05-23,"Total",24698
2020-05-23,"Hospitalised",3225
2020-05-23,"In ICU",394
2020-05-23,"Dead",1606
2020-05-23,"Clusters",846
2020-05-23,"Healthcare",7842
2020-05-23,"Median Age",48
2020-05-23,"In Clusters",9525
2020-05-23,"Imported",359
2020-05-24,"Total",24735
2020-05-24,"Hospitalised",3233
2020-05-24,"In ICU",395
2020-05-24,"Dead",1615
2020-05-24,"Clusters",846
2020-05-24,"Healthcare",7852
2020-05-24,"Median Age",48
2020-05-24,"In Clusters",9579
2020-05-24,"Imported",359
2020-05-25,"Total",24803
2020-05-25,"Hospitalised",3251
2020-05-25,"In ICU",399
2020-05-25,"Dead",1631
2020-05-25,"Clusters",846
2020-05-25,"Healthcare",7891
2020-05-25,"Median Age",48
2020-05-25,"In Clusters",9676
2020-05-25,"Imported",359
2020-05-26,"Total",24841
2020-05-26,"Hospitalised",3267
2020-05-26,"In ICU",404
2020-05-26,"Dead",1639
2020-05-26,"Clusters",850
2020-05-26,"Healthcare",7920
2020-05-26,"Median Age",48
2020-05-26,"In Clusters",9758
2020-05-26,"Imported",360
2020-05-27,"Total",24876
2020-05-27,"Hospitalised",3270
2020-05-27,"In ICU",404
2020-05-27,"Dead",1645
2020-05-27,"Clusters",856
2020-05-27,"Healthcare",7943
2020-05-27,"Median Age",48
2020-05-27,"In Clusters",9845
2020-05-27,"Imported",360
2020-05-28,"Total",24929
2020-05-28,"Hospitalised",3279
2020-05-28,"In ICU",408
2020-05-28,"Dead",1651
2020-05-28,"Clusters",861
2020-05-28,"Healthcare",7955
2020-05-28,"Median Age",48
2020-05-28,"In Clusters",9916
2020-05-28,"Imported",360
2020-05-29,"Total",24990
2020-05-29,"Hospitalised",3283
2020-05-29,"In ICU",408
2020-05-29,"Dead",1652
2020-05-29,"Clusters",866
2020-05-29,"Healthcare",7963
2020-05-29,"Median Age",48
2020-05-29,"In Clusters",9985
2020-05-29,"Imported",360
2020-05-30,"Total",25062
2020-05-30,"Hospitalised",3286
2020-05-30,"In ICU",408
2020-05-30,"Dead",1650
2020-05-30,"Clusters",866
2020-05-30,"Healthcare",7968
2020-05-30,"Median Age",48
2020-05-30,"In Clusters",9996
2020-05-30,"Imported",360
2020-05-31,"Total",25066
2020-05-31,"Hospitalised",3292
2020-05-31,"In ICU",408
2020-05-31,"Dead",1658
2020-05-31,"Clusters",867
2020-05-31,"Healthcare",7986
2020-05-31,"Median Age",48
2020-05-31,"In Clusters",10018
2020-05-31,"Imported",361
2020-06-01,"Total",25111
2020-06-01,"Hospitalised",3298
2020-06-01,"In ICU",409
2020-06-01,"Dead",1659
2020-06-01,"Clusters",872
2020-06-01,"Healthcare",8004
2020-06-01,"Median Age",48
2020-06-01,"In Clusters",10043
2020-06-01,"Imported",360
2020-06-02,"Total",25142
2020-06-02,"Hospitalised",3311
2020-06-02,"In ICU",410
2020-06-02,"Dead",1664
2020-06-02,"Clusters",876
2020-06-02,"Healthcare",8025
2020-06-02,"Median Age",48
2020-06-02,"In Clusters",10094
2020-06-02,"Imported",360
2020-06-03,"Total",25163
2020-06-03,"Hospitalised",3312
2020-06-03,"In ICU",410
2020-06-03,"Dead",1670
2020-06-03,"Clusters",880
2020-06-03,"Healthcare",8046
2020-06-03,"Median Age",48
2020-06-03,"In Clusters",10145
2020-06-03,"Imported",360
2020-06-04,"Total",25183
2020-06-04,"Hospitalised",3319
2020-06-04,"In ICU",410
2020-06-04,"Dead",1678
2020-06-04,"Clusters",885
2020-06-04,"Healthcare",8059
2020-06-04,"Median Age",48
2020-06-04,"In Clusters",10197
2020-06-04,"Imported",360
2020-06-05,"Total",25201
2020-06-05,"Hospitalised",3321
2020-06-05,"In ICU",409
2020-06-05,"Dead",1679
2020-06-05,"Clusters",888
2020-06-05,"Healthcare",8057
2020-06-05,"Median Age",48
2020-06-05,"In Clusters",10217
2020-06-05,"Imported",360
2020-06-06,"Total",25207
2020-06-06,"Hospitalised",3322
2020-06-06,"In ICU",411
2020-06-06,"Dead",1683
2020-06-06,"Clusters",891
2020-06-06,"Healthcare",8073
2020-06-06,"Median Age",48
2020-06-06,"In Clusters",10221
2020-06-06,"Imported",361
2020-06-07,"Total",25215
2020-06-07,"Hospitalised",3331
2020-06-07,"In ICU",413
2020-06-07,"Dead",1691
2020-06-07,"Clusters",892
2020-06-07,"Healthcare",8087
2020-06-07,"Median Age",48
2020-06-07,"In Clusters",10246
2020-06-07,"Imported",364
2020-06-08,"Total",25231
2020-06-08,"Hospitalised",3321
2020-06-08,"In ICU",411
2020-06-08,"Dead",1695
2020-06-08,"Clusters",887
2020-06-08,"Healthcare",8099
2020-06-08,"Median Age",48
2020-06-08,"In Clusters",10281
2020-06-08,"Imported",365
2020-06-09,"Total",25238
2020-06-09,"Hospitalised",3307
2020-06-09,"In ICU",412
2020-06-09,"Dead",1703
2020-06-09,"Clusters",901
2020-06-09,"Healthcare",8114
2020-06-09,"Median Age",48
2020-06-09,"In Clusters",10395
2020-06-09,"Imported",365
2020-06-10,"Total",25250
2020-06-10,"Hospitalised",3275
2020-06-10,"In ICU",415
2020-06-10,"Dead",1705
2020-06-10,"Clusters",917
2020-06-10,"Healthcare",8116
2020-06-10,"Median Age",48
2020-06-10,"In Clusters",10480
2020-06-10,"Imported",365
2020-06-11,"Total",25295
2020-06-11,"Hospitalised",3276
2020-06-11,"In ICU",416
2020-06-11,"Dead",1705
2020-06-11,"Clusters",941
2020-06-11,"Healthcare",8123
2020-06-11,"Median Age",48
2020-06-11,"In Clusters",10586
2020-06-11,"Imported",368
2020-06-12,"Total",25303
2020-06-12,"Hospitalised",3279
2020-06-12,"In ICU",416
2020-06-12,"Dead",1706
2020-06-12,"Clusters",970
2020-06-12,"Healthcare",8130
2020-06-12,"Median Age",48
2020-06-12,"In Clusters",10632
2020-06-12,"Imported",368
2020-06-13,"Total",25321
2020-06-13,"Hospitalised",3278
2020-06-13,"In ICU",417
